,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,y
15,18, Private,160981, Some-college,10, Never-married, Sales, Own-child, Other, Female,0,0,20, United-States, <=50K
16,62, Private,68254, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17,53, Self-emp-not-inc,136714, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
18,70, ?,164043, HS-grad,9, Widowed, ?, Unmarried, White, Female,0,0,20, United-States, <=50K
19,41, Self-emp-not-inc,26521, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20,42, Private,118786, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21,58, Private,156200, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22,31, Private,204192, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23,21, Private,114235, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
24,24, Private,205951, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25,23, Private,373495, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Mexico, <=50K
26,36, Private,193896, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,55, United-States, >50K
27,35, Self-emp-not-inc,191967, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28,41, Local-gov,243546, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
29,62, Self-emp-not-inc,68853, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, <=50K
30,17, Private,205942, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States, <=50K
31,45, Private,360884, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
32,55, Private,335400, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33,64, ?,238694, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,0,5, United-States, <=50K
34,22, Private,422255, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
35,54, Self-emp-not-inc,252247, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
36,50, Private,179096, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
37,28, Private,288163, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38,49, Self-emp-not-inc,243982, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
39,17, Self-emp-inc,175856, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
40,54, Private,136292, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41,30, Private,116332, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, >50K
42,36, Private,102192, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
43,32, Private,32546, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
44,65, Private,94401, 12th,8, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,32, Philippines, <=50K
45,45, Federal-gov,253743, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1887,55, United-States, >50K
46,44, State-gov,159442, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,48, United-States, >50K
47,20, Private,168530, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
48,43, Private,113178, HS-grad,9, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
49,17, State-gov,36315, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
50,45, Private,194802, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
51,62, Self-emp-not-inc,281478, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, United-States, <=50K
52,36, Private,64898, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,51, United-States, >50K
53,23, Private,129747, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,1602,12, United-States, <=50K
54,27, Private,130300, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55,53, Federal-gov,178776, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
56,26, Private,208665, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
57,42, Local-gov,206786, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,0,1408,45, United-States, <=50K
58,32, Private,140204, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
59,32, Private,70370, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60,44, Private,350200, Some-college,10, Divorced, Transport-moving, Unmarried, Black, Male,0,0,80, United-States, <=50K
61,53, ?,157657, 12th,8, Divorced, ?, Not-in-family, White, Male,0,0,30, England, <=50K
62,33, ?,157287, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
63,21, Private,205813, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, ?, <=50K
64,33, Private,119472, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
65,62, ?,138191, Doctorate,16, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Italy, >50K
66,49, ?,203484, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
67,44, Private,173391, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
68,54, Local-gov,191314, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
69,23, Private,214498, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, Puerto-Rico, <=50K
70,43, Local-gov,481344, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
71,23, Private,77135, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
72,45, State-gov,119636, Masters,14, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,6723,0,40, Taiwan, <=50K
73,42, Private,216450, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
74,29, Private,68229, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
75,32, Private,219182, 10th,6, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
76,32, Private,206659, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
77,32, Private,413242, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
78,23, Private,180648, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
79,29, Private,36310, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
80,43, Local-gov,348886, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
81,22, Private,138788, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
82,23, Private,197665, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
83,35, Local-gov,126431, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
84,38, Self-emp-not-inc,112551, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
85,31, Local-gov,50939, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
86,19, Private,260123, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
87,49, Private,170015, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
88,29, ?,224901, Some-college,10, Divorced, ?, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
89,52, Private,104438, 7th-8th,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
90,25, Private,56113, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
91,36, Private,182671, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
92,20, Private,110228, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
93,48, Private,334948, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
94,19, Private,265749, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,15, United-States, <=50K
95,32, Private,184197, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
96,28, Private,116101, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
97,30, Private,91270, HS-grad,9, Never-married, Priv-house-serv, Other-relative, White, Female,0,0,30, United-States, <=50K
98,26, Private,384919, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,55, United-States, >50K
99,33, Private,182491, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
100,42, Private,294968, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
101,67, Private,71201, Bachelors,13, Widowed, Tech-support, Not-in-family, White, Female,0,0,99, United-States, <=50K
102,44, State-gov,204206, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
103,38, Private,173317, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
104,48, Self-emp-not-inc,362692, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
105,32, Private,132703, 7th-8th,4, Separated, Craft-repair, Unmarried, Black, Female,0,0,37, United-States, <=50K
106,54, Federal-gov,38193, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,5013,0,40, United-States, <=50K
107,38, Private,102608, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
108,32, Private,211162, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,4650,1408,60, United-States, <=50K
109,46, Private,73373, Bachelors,13, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
110,33, Private,258490, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
111,34, ?,257570, Some-college,10, Never-married, ?, Unmarried, Black, Female,0,0,25, United-States, <=50K
112,36, Private,228716, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,70, United-States, <=50K
113,22, Private,207940, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
114,28, Private,351609, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
115,31, Self-emp-not-inc,113830, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
116,48, Local-gov,379149, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
117,20, Private,104053, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,1762,30, United-States, <=50K
118,35, Private,198776, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,99999,0,50, United-States, >50K
119,43, Private,86496, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
120,37, Private,196334, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
121,51, Local-gov,231339, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
122,36, Private,143602, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
123,50, Local-gov,221014, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
124,30, Private,130686, Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Male,0,0,70, United-States, <=50K
125,47, Private,343290, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,99999,0,40, China, >50K
126,18, Private,215399, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
127,37, Local-gov,184998, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
128,57, Private,140614, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
129,42, State-gov,200663, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,4386,0,17, South, <=50K
130,51, Local-gov,137825, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
131,35, Local-gov,127133, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, <=50K
132,61, Private,195633, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
133,44, Self-emp-inc,206609, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
134,61, Private,260446, 9th,5, Married-spouse-absent, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
135,26, Private,154818, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
136,24, Self-emp-inc,438738, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
137,44, Self-emp-not-inc,256135, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
138,62, Private,299685, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
139,39, State-gov,92754, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
140,31, Private,332175, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
141,24, Private,153742, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
142,59, ?,346658, 9th,5, Separated, ?, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
143,34, Private,381883, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,70, United-States, <=50K
144,42, State-gov,221561, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
145,57, Private,213374, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
146,43, Private,247046, HS-grad,9, Separated, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
147,70, ?,456672, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States, <=50K
148,31, Private,223435, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,53, United-States, <=50K
149,61, Local-gov,138361, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
150,30, ?,103130, 10th,6, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States, >50K
151,43, Local-gov,38381, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,5013,0,33, United-States, <=50K
152,28, Private,101769, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
153,21, Private,34616, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,1980,35, United-States, <=50K
154,35, Private,118491, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
155,23, Private,304353, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
156,50, Private,410904, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
157,56, Private,172043, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,38, United-States, <=50K
158,23, Private,397934, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
159,27, Private,192227, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
160,41, State-gov,106328, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
161,24, Private,450367, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
162,52, Federal-gov,27484, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
163,59, Private,382572, 10th,6, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
164,41, Private,406995, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
165,41, Private,118091, HS-grad,9, Never-married, Tech-support, Not-in-family, Black, Male,3674,0,40, United-States, <=50K
166,31, Private,392279, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
167,21, Private,168207, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
168,34, Private,98211, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
169,27, Private,205428, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
170,47, Local-gov,359618, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1876,60, United-States, <=50K
171,26, Local-gov,267625, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, >50K
172,43, Private,192972, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
173,26, Private,392668, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
174,64, Local-gov,312894, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
175,23, Private,153588, Some-college,10, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,30, United-States, <=50K
176,38, Self-emp-not-inc,152372, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,45, United-States, >50K
177,40, Private,174717, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,49, United-States, <=50K
178,48, Self-emp-not-inc,96890, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,99, United-States, <=50K
179,46, Private,262853, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
180,67, ?,216047, 10th,6, Married-civ-spouse, ?, Husband, White, Male,2885,0,35, United-States, <=50K
181,42, Private,194260, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
182,51, Local-gov,159752, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
183,34, Private,109907, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,60, ?, <=50K
184,23, Private,214697, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
185,41, Local-gov,108337, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
186,19, Private,265027, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
187,35, Local-gov,213186, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
188,33, Private,206029, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
189,42, Private,79036, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,14084,0,40, United-States, >50K
190,21, Private,405639, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,25, United-States, <=50K
191,41, Private,106437, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
192,32, Private,288735, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
193,47, Private,268820, 9th,5, Separated, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
194,38, Private,129493, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
195,37, Private,163190, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
196,34, Private,111093, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
197,25, Self-emp-inc,204713, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
198,38, Local-gov,214605, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States, >50K
199,48, Private,182825, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
200,41, Self-emp-inc,340214, Some-college,10, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
201,42, Self-emp-not-inc,248333, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,60, United-States, >50K
202,67, Private,244856, 12th,8, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,2, United-States, <=50K
203,38, Self-emp-not-inc,36646, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
204,19, Private,196113, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
205,54, Private,67734, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
206,45, Self-emp-inc,197947, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,44, United-States, <=50K
207,25, Private,54233, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States, <=50K
208,47, Local-gov,268555, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
209,29, Local-gov,31080, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, ?, <=50K
210,46, Private,222893, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
211,42, Self-emp-not-inc,277236, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
212,54, Private,282353, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, <=50K
213,43, Private,208676, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
214,18, Private,236365, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
215,27, Private,207277, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
216,21, Private,56773, 9th,5, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
217,32, Private,186916, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
218,27, Local-gov,101993, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
219,58, Private,208310, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,16, United-States, <=50K
220,43, Private,226460, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
221,29, Private,29390, 10th,6, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,1590,68, United-States, <=50K
222,24, State-gov,242400, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
223,45, Private,274575, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,37, United-States, <=50K
224,67, Local-gov,195835, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
225,27, Private,283715, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
226,29, ?,188904, Bachelors,13, Never-married, ?, Own-child, Asian-Pac-Islander, Female,13550,0,40, Taiwan, >50K
227,39, Private,153424, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
228,54, Private,97418, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1579,40, Philippines, <=50K
229,18, Private,280620, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K
230,53, Private,308087, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
231,27, Private,298176, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
232,54, ?,302467, 1st-4th,2, Divorced, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
233,34, ?,256829, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,12, United-States, <=50K
